movieId,imdbId,tmdbId,title,genres,budget,revenue,production_companies,production_countries,popularity,vote_count,vote_average
2415,0092173,215875,Violets Are Blue... (1986),Drama|Romance,0,0,,,0.652,2,5.5
2416,0090685,15596,Back to School (1986),Comedy,0,91258000,Orion Pictures|Paper Clip Productions,United States of America,6.936,171,6.3
2417,0091188,13818,Heartburn (1986),Comedy|Drama,0,0,Paramount,United States of America,5.183,73,6.2
2418,0091653,29968,Nothing in Common (1986),Comedy,0,0,TriStar Pictures,United States of America,3.908,44,6.0
2419,0091024,44326,Extremities (1986),Drama|Thriller,0,13418091,Atlantic Entertainment Group,United States of America,1.515,25,6.1
2420,0087538,1885,"Karate Kid, The (1984)",Drama,8000000,90815558,Delphi Films|Jerry Weintraub Productions|Columbia Pictures,United States of America,10.149,1545,7.0
2421,0091326,8856,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama,113,115103979,Delphi V Productions|Columbia Pictures,United States of America,8.756,773,6.1
2422,0097647,10495,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama,0,38956288,Weintraub International Group|Columbia Pictures,United States of America,7.263,553,5.7
2423,0097958,5825,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy,27000000,71319546,Hughes Entertainment|Warner Bros. Pictures,United States of America,15.791,1033,7.2
2424,0128853,9489,You've Got Mail (1998),Comedy|Romance,65000000,250821495,Warner Bros. Pictures,United States of America,8.277,1499,6.5
2425,0120706,16885,"General, The (1998)",Crime,0,1214198,Merlin Films|J & M|Irish Film Board,Ireland|United Kingdom,2.796,39,6.9
2426,0120861,76857,"Theory of Flight, The (1998)",Comedy|Drama|Romance,0,0,BBC Films|Distant Horizon,United Kingdom,1.372,12,6.3
2427,0120863,8741,"Thin Red Line, The (1998)",Action|Drama|War,52000000,98126565,Fox 2000 Pictures|Phoenix Pictures|Geisler-Roberdeau,Canada|United States of America,9.39,1276,7.4
2428,0133751,9276,"Faculty, The (1998)",Horror|Sci-Fi,15000000,40283321,Los Hooligans Productions|Dimension Films,United States of America,8.175,813,6.3
2429,0120751,9822,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller,90000000,0,Walt Disney Pictures|RKO Pictures LLC,United States of America,7.297,328,5.9
2430,0041650,39314,Mighty Joe Young (1949),Adventure|Children|Drama,94,0,Argosy Pictures|RKO Radio Pictures,United States of America,2.407,30,6.6
2431,0129290,10312,Patch Adams (1998),Comedy|Drama,50000000,202292902,Universal Pictures|Bungalow 78 Productions|Blue Wolf|Farrell/Minoff,United States of America,7.044,1466,7.2
2432,0120686,9441,Stepmom (1998),Drama,0,0,1492 Pictures|Columbia Pictures,United States of America,5.954,549,7.0
2433,0120633,9422,"Civil Action, A (1998)",Drama,70000000,56702901,Touchstone Pictures|Paramount|Wildwood Enterprises,United States of America,6.968,170,6.3
2434,0142231,125582,Down in the Delta (1998),Drama,0,0,,,1.369,7,6.4
2435,0119336,24525,Hurlyburly (1998),Drama,0,0,Fine Line Features|FilmColony,United States of America,2.718,43,6.0
2436,0120857,10368,Tea with Mussolini (1999),Comedy|Drama|War,12000000,21001563,Cattleya|Cineritmo|Film and General Productions|Medusa Produzione,United Kingdom|Italy,3.916,54,6.1
2437,0120514,11365,Wilde (1997),Drama,0,0,Dove International|British Broadcasting Corporation|capitol international,Germany|Japan|United Kingdom,5.896,102,6.7
2438,0144546,140897,Outside Ozona (1998),Comedy|Drama|Thriller,0,0,Nu Image|Columbia TriStar Home Entertainment|Millennium Films,United States of America,0.84,3,6.3
2439,0118564,31662,Affliction (1997),Drama,6000000,6330054,Lions Gate Films,United States of America,6.97,90,6.2
2440,0127722,36136,Another Day in Paradise (1998),Drama,0,0,Chinese Bookie Pictures,United States of America,3.449,59,6.4
2441,0120699,1363,"Hi-Lo Country, The (1998)",Drama|Romance|Western,0,0,Gramercy Pictures|Cappa Productions|PolyGram Filmed Entertainment|Working Title Films,United Kingdom|United States of America|Germany,1.491,17,5.1
2442,0150915,46992,Hilary and Jackie (1998),Drama,0,0,Channel Four Films|Arts Council of England|British Screen Productions,United Kingdom,1.586,35,6.9
2443,0145734,825,Playing by Heart (1998),Drama|Romance,20000000,3970078,Morpheus|Hyperion Pictures|Intermedia Films|Miramax,United States of America,4.643,80,6.8
2444,0120391,22913,24 7: Twenty Four Seven (1997),Comedy|Drama,0,0,Scala Films,United Kingdom,1.974,10,6.3
2445,0132512,15556,At First Sight (1999),Drama,0,0,Metro-Goldwyn-Mayer,United States of America,5.192,94,5.8
2446,0120710,28902,In Dreams (1999),Horror|Thriller,30000000,12017369,Amblin Entertainment|DreamWorks,United States of America,4.659,72,5.5
2447,0139699,14709,Varsity Blues (1999),Comedy|Drama,0,0,MTV Films|Paramount,United States of America,5.905,173,6.1
2448,0120458,9423,Virus (1999),Horror|Sci-Fi,75,30,Universal Pictures|Mutual Film Company|Dark Horse Entertainment|Valhalla Motion Pictures|Tele München Fernseh Produktionsgesellschaft (TMG)|UGC PH|BBC Films|Marubeni|Toho-Towa,United States of America|United Kingdom|Germany|Japan|France,9.134,234,5.1
2449,0093072,14443,"Garbage Pail Kids Movie, The (1987)",Adventure|Children|Comedy,0,0,Topps Chewing Gum,United States of America,3.998,40,3.5
2450,0091225,10658,Howard the Duck (1986),Adventure|Comedy|Sci-Fi,37000000,37962774,Lucasfilm|Universal Pictures,United States of America,6.934,386,5.1
2451,0093075,6917,"Gate, The (1987)",Horror,2500000,0,New Century Entertainment Corporation|Vista Organization|Alliance Entertainment,Canada|United States of America,4.969,134,5.9
2452,0099636,40729,"Gate II: Trespassers, The (1990)",Horror,6500000,0,Epic Productions|Vision PDG|Alliance Entertainment,Canada|United States of America,3.886,26,5.1
2453,0090768,24086,"Boy Who Could Fly, The (1986)",Drama|Fantasy,0,7177431,Lorimar Motion Pictures,,2.61,49,6.2
2454,0051622,11815,"Fly, The (1958)",Horror|Mystery|Sci-Fi,700000,3000000,20th Century Fox,United States of America,5.076,202,7.1
2455,0091064,9426,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,15000000,60629159,SLM Production Group|Brooksfilms,Canada|United Kingdom|United States of America,13.306,1773,7.2
2456,0097368,10344,"Fly II, The (1989)",Horror|Sci-Fi,0,38903179,Brooksfilms,Canada|United States of America,5.838,233,5.3
2457,0091875,15698,Running Scared (1986),Action|Comedy,0,0,Turman-Foster Company|David Foster Productions|Metro-Goldwyn-Mayer,United States of America,4.4,79,6.2
2458,0090660,2620,Armed and Dangerous (1986),Comedy|Crime,12000000,15945534,Columbia Pictures|Delphi V Productions|Frostbacks,United States of America,4.056,67,5.5
2459,0072271,30497,"Texas Chainsaw Massacre, The (1974)",Horror,85000,30859000,New Line Cinema|Vortex,United States of America,9.755,1113,7.3
2460,0092076,16337,"Texas Chainsaw Massacre 2, The (1986)",Horror,4700000,8025872,Cannon Group|Golan-Globus Productions,United States of America,5.486,278,5.6
2461,0099994,25018,Leatherface: Texas Chainsaw Massacre III (1990),Comedy|Horror|Thriller,0,5765562,Nicolas Entertainment,United States of America,5.934,143,5.2
2462,0110978,16780,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,600000,185898,Ultra Muchos Productions,United States of America,7.079,171,3.8
2463,0091877,12151,Ruthless People (1986),Comedy,0,71,Touchstone Pictures,United States of America,8.61,151,6.7
2464,0092112,25438,Trick or Treat (1986),Horror,0,6797218,De Laurentiis Entertainment Group (DEG),United States of America,3.801,60,5.9
2465,0090917,33278,Deadly Friend (1986),Horror,0,8988731,Pan Arts|Layton|Warner Bros. Pictures,United States of America,4.607,79,5.8
2466,0090710,274253,Belizaire the Cajun (1986),Drama,0,1,Cote Blanche Productions,United States of America,0.9,2,5.5
2467,0091605,192,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,20000000,77200000,Cristaldifilm|Les Films Ariane|ZDF|RAI,France|Italy|Germany,8.707,1307,7.4
2468,0091306,10945,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,0,0,Lawrence Gordon Productions|Silver Pictures|20th Century Fox,United States of America,5.235,135,6.1
2469,0091738,10013,Peggy Sue Got Married (1986),Comedy|Drama,18000000,41382841,American Zoetrope|TriStar Pictures,United States of America,7.166,225,6.1
2470,0090555,9671,Crocodile Dundee (1986),Adventure|Comedy,5000000,328203506,Paramount|Rimfire Films,Australia,9.17,840,6.3
2471,0092493,9396,Crocodile Dundee II (1988),Action|Adventure|Comedy,0,239606210,Paramount,Australia|United States of America,6.187,485,5.6
2472,0092105,11038,Tough Guys (1986),Comedy,10000000,21458229,Touchstone Pictures,United States of America,3.604,54,5.8
2473,0091991,12278,Soul Man (1986),Comedy,0,0,,United States of America,4.109,63,5.4
2474,0090863,11873,"Color of Money, The (1986)",Drama,13800000,52293982,Touchstone Pictures|Silver Screen Partners,United States of America,8.606,496,6.8
2475,0090567,18588,52 Pick-Up (1986),Action|Mystery|Thriller,0,5186646,Cannon Group|Golan-Globus Productions,United States of America,3.508,30,6.5
2476,0091187,10015,Heartbreak Ridge (1986),Action|War,15000000,42724017,Jay Weston Productions|Malpaso Productions,United States of America,8.22,383,6.7
2477,0091055,12715,Firewalker (1986),Adventure,0,11949484,Golan-Globus Productions|Cannon Group,United States of America,6.329,71,5.5
2478,0092086,8388,¡Three Amigos! (1986),Comedy|Western,25000000,0,L.A. Films,United States of America,10.115,403,6.3
2479,0120683,45712,Gloria (1999),Drama|Thriller,30000000,0,Mandalay Entertainment|Columbia Pictures,United States of America,2.556,36,5.5
2480,0119773,6187,Dry Cleaning (Nettoyage à sec) (1997),Drama,0,0,,France,0.99,11,5.5
2481,0151691,8129,My Name Is Joe (1998),Drama|Romance,0,0,Westdeutscher Rundfunk (WDR)|Alta Films|ARTE|Channel Four Films|Degeto Film|Diaphana Films|La Sept Cinéma|Parallax Pictures|Road Movies Vierte Produktionen|Scottish Arts Council Lottery Fund|The Glasgow Film Fund|Tornasol Films,Germany|United Kingdom|Spain|Italy|France,2.465,50,7.2
2482,0149151,1618,Still Crazy (1998),Comedy|Romance,0,0,The Greenlight Fund|Marmot Tandy Productions|Columbia Pictures,United Kingdom,4.163,56,7.1
2483,0112922,10722,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,0,4367497,Canal+ España|Sociedad General de Televisión (Sogetel)|Iberoamericana Films Produccion,Italy|Spain,6.148,186,7.1
2484,0120095,296543,Tinseltown (1997),Comedy|Crime|Drama,0,0,,,0.625,1,5.0
2485,0160862,10314,She's All That (1999),Comedy|Romance,10000000,103166989,Tapestry Films|Miramax|FilmColony,United States of America,9.688,805,6.0
2486,0138279,125548,"24 Hour Woman, The (1998)",Comedy|Drama,0,0,Redeemable Features|Dirt Road Productions|King City|Exile Films,United States of America,0.926,1,2.0
2487,0163984,47139,"Blood, Guts, Bullets and Octane (1998)",Action|Comedy,7300,13674,,United States of America,1.109,5,5.6
2488,0054167,11167,Peeping Tom (1960),Drama|Horror|Thriller,150000,83957,National Film Finance Corporation (NFFC)|Anglo-Amalgamated Productions,United Kingdom,5.653,241,7.6
2489,0152548,170187,Spanish Fly (1998),Drama,0,0,,,0.6,0,0.0
2490,0120784,2112,Payback (1999),Action|Thriller,90000000,161626121,Icon Productions|Warner Bros. Pictures,United States of America,10.767,789,6.7
2491,0145893,16172,Simply Irresistible (1999),Comedy|Romance,6000000,4398989,New Regency Pictures|Taurus Film|Polar Entertainment Corporation,United States of America,5.27,99,5.1
2492,0138987,111794,20 Dates (1998),Comedy|Romance,0,0,Phoenician Films|Fox Searchlight Pictures|20th Century Fox,United States of America,0.6,5,3.6
2493,0128133,9524,"Harmonists, The (1997)",Drama,0,0,Beta Film,Austria|Germany,1.816,18,6.6
2494,0174852,20595,"Last Days, The (1998)",Documentary,0,0,Ken Lipper/June Beallor Production|Shoah Foundation|Survivors of the Shoah Visual History Foundation,United States of America,1.516,12,7.5
2495,0070544,16306,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,0,0,Krátký Film Praha|Argos Films|Les Films Armorial|Institut National de l'Audiovisuel (INA)|Ceskoslovenský Filmexport,Czech Republic|France,5.908,244,7.7
2496,0124298,11622,Blast from the Past (1999),Comedy|Romance,35000000,40263020,Midnight Sun Pictures|New Line Cinema|Forge,United States of America,8.137,376,6.4
2497,0139462,10207,Message in a Bottle (1999),Romance,80000000,118880016,Tiger Productions|Bel Air Entertainment|DiNovi Pictures,United States of America,6.7,337,6.0
2498,0120764,9849,My Favorite Martian (1999),Comedy|Sci-Fi,65000000,36850101,Walt Disney Pictures,United States of America,6.005,130,5.3
2499,0119207,82865,God Said 'Ha!' (1998),Comedy,0,0,,,0.6,4,7.5
2500,0155776,18892,Jawbreaker (1999),Comedy,3000000,3076820,Crossroads Films|TriStar Pictures|Kramer-Tornell Productions,United States of America,5.817,165,5.8
2501,0132477,13466,October Sky (1999),Drama,0,0,Universal Pictures,United States of America,8.723,440,7.6
2502,0151804,1542,Office Space (1999),Comedy|Crime,10000000,10827810,Cubicle Inc.|20th Century Fox,United States of America,12.447,1458,7.5
2503,0156901,43978,"Apple, The (Sib) (1998)",Drama,0,0,,Iran|France,0.796,21,6.7
2504,0137338,15256,200 Cigarettes (1999),Comedy|Drama,6000000,6852450,Paramount,United States of America,3.702,73,5.9
2505,0134273,8224,8MM (1999),Drama|Mystery|Thriller,40000000,96618699,Global Entertainment Productions GmbH & Company Medien KG|Hofflund/Polone|Columbia Pictures,United States of America,11.375,755,6.2
2506,0123209,18417,"Other Sister, The (1999)",Comedy|Drama|Romance,35000000,0,Touchstone Pictures,United States of America,4.516,64,6.2
2507,0120618,12479,Breakfast of Champions (1999),Comedy|Sci-Fi,12000000,0,Hollywood Pictures,United States of America,3.765,40,5.4
2508,0181322,15031,"Breaks, The (1999)",Comedy,0,0,,,0.828,4,5.4
2509,0119054,15209,Eight Days a Week (1997),Comedy,10000000,0,Underdog Productions,United States of America,1.808,18,5.8
2510,0134948,26425,Just the Ticket (1999),Comedy|Romance,12000000,0,CineSon Entertainment|Canal+,France|United States of America,1.439,11,5.7
2511,0070334,1847,"Long Goodbye, The (1973)",Crime|Film-Noir,1700000,959000,Lions Gate Films|E-K-Corporation|United Artists,United States of America,6.394,195,7.4
2512,0084390,42113,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,0,0,"Toei Company, Ltd.",Japan,2.669,52,7.3
2513,0098084,8913,Pet Sematary (1989),Horror,11500000,57469467,Paramount,United States of America,8.264,719,6.5
2514,0105128,10906,Pet Sematary II (1992),Comedy|Horror,8000000,17092453,Paramount|Columbus Circle Films,United States of America,6.524,166,5.3
2515,0106557,25748,Children of the Corn II: The Final Sacrifice (1993),Horror,900000,6980986,Fifth Avenue Entertainment|Corn Cobb Productions|Dimension Films,United States of America,4.568,73,4.5
2516,0109415,25749,Children of the Corn III (1994),Horror,0,0,Trans Atlantic Entertainment|Park Avenue Productions,United States of America,5.744,70,4.7
2517,0085333,8769,Christine (1983),Horror,0,21200000,Columbia Pictures,United States of America,6.946,679,6.6
2518,0084412,14742,Night Shift (1982),Comedy,0,21095683,The Ladd Company|Warner Bros. Pictures,United States of America,4.28,76,6.0
2519,0051744,15856,House on Haunted Hill (1959),Drama|Horror|Thriller,200000,0,William Castle Productions,United States of America,5.845,176,6.9
2520,0065377,10671,Airport (1970),Drama,10000000,100489151,Universal Pictures|Ross Hunter Productions Inc.,United States of America,9.248,138,6.4
2521,0071110,27932,Airport 1975 (1974),Action|Drama|Thriller,3000000,47000000,Universal Pictures,United States of America,7.458,108,5.7
2522,0075648,7227,Airport '77 (1977),Drama,6000000,30000000,Universal Pictures,United States of America,5.277,110,5.7
2523,0076636,10670,Rollercoaster (1977),Drama|Thriller,0,0,Universal Pictures,United States of America,3.534,51,5.7
2524,0072308,5919,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,14000000,116000000,United Films|Irwin Allen Productions|20th Century Fox|Warner Bros. Pictures,United States of America,7.587,360,7.1
2525,0080354,33518,Alligator (1980),Action|Horror|Sci-Fi,1500000,0,Alligator Inc,United States of America,6.137,99,5.6
2526,0079550,40160,Meteor (1979),Sci-Fi,0,0,Palladium Productions|American International Pictures (AIP)|Meteor Joint Venture,United States of America,3.57,51,5.3
2527,0070909,2362,Westworld (1973),Action|Sci-Fi|Thriller|Western,0,0,Metro-Goldwyn-Mayer,United States of America,7.852,547,6.8
2528,0074812,10803,Logan's Run (1976),Action|Adventure|Sci-Fi,9000000,25000000,Metro-Goldwyn-Mayer,United States of America,6.745,377,6.7
2529,0063442,871,Planet of the Apes (1968),Action|Drama|Sci-Fi,5800000,33395426,APJAC Productions|20th Century Fox,United States of America,12.411,1504,7.6
2530,0065462,1685,Beneath the Planet of the Apes (1970),Action|Sci-Fi,3000000,18999718,APJAC Productions|20th Century Fox,United States of America,7.672,523,6.2
2531,0069768,1705,Battle for the Planet of the Apes (1973),Action|Sci-Fi,1700000,8844595,Apjac International|20th Century Fox,United States of America,9.292,329,5.7
2532,0068408,1688,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,1700000,9700000,APJAC Productions|20th Century Fox,United States of America,6.694,345,6.2
